course_id,name,description,duration,rating,price,skills,course_type_specialization,difficulty_advanced,difficulty_beginner,difficulty_intermediate,school_name_unknown,program_type_unknown,field_unknown,major_unknown,department_unknown,expertise_unknown,subject_Arts and Humanities,subject_Business,subject_Computer Science,subject_DataScience,subject_Health,subject_Information Technology,subject_Math and Logic,subject_Personal Development,subject_Physical Science and Engineering,subject_Social Sciences,platform_unknown
106,legal tech and the digital transformation of law,overview legaltech market key actor protagoniststhe impact new digital technology law firm inhouse lawyer justice systemsthe key market trend guide career towards future legal industry,-0.41237663844371925,0.0,-0.2967418445758224,"['administration of justice .', 'technological and regulatory context', 'digital transformation of law', 'legal software prototype', 'blockchain and artificial intelligence']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
107,devops on aws and project management,learn use case project management businessunderstand difference agile waterfall methodology,-0.5323933994907786,0.0,-0.2967418445758224,"['software testing', 'continuous integration', 'version management', 'security', 'automation']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
108,machine learning and reinforcement learning in finance specialization,compare ml finance ml technology image speech recognition robotics etc describe linear regression classification model method evaluation explain reinforcement learning used stock trading become familiar popular approach modeling market friction feedback effect option trading,0.9078077330739329,0.0,-0.2967418445758224,"['tensorflow', 'financial engineering', 'reinforcement learning', 'machine learning', 'predictive modelling']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109,crea tu presencia en redes sociales para tu negocio en canva,learn use canva build presence social medialearn graphic design social medium demographic,-0.6524101605378378,0.0,-0.2967418445758224,"['social medium marketing', 'social medium', 'canva', 'social medium platform', 'graphic design']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
110,collect and share employee feedback with officevibe,create pulse survey meeting agenda employee poll create individual team goal,-0.6524101605378378,0.0,-0.2967418445758224,"['strategic leadership', 'employee feedback', 'leadership development', 'leadership and management', 'employee review']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
111,researcher management and leadership training,assess importance management leadership skill identify approach optimize resource building research careeridentify key financial administrative responsibility researcher including regulatory compliance financial reporting budgetingunderstand effectively manage research group hire new people manage existing employee engage team cultivate positive culturecompare key responsibility mentor mentees strategically build mentorship team enhance mentorship using coaching sponsorship,-0.29235987739666,0.0,-0.2967418445758224,"['clinical research', 'leadership', 'resource management', 'mentorship', 'team management']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
133,introduction to imagemaking,make informed design choice using imagebased researchcreate range representation using imagescompose spread bookdesign book image,-0.47238501896724894,0.0,-0.2967418445758224,"['adobe indesign', 'art', 'creativity', 'graphic']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112,ibm data warehouse engineer professional certificate,master uptodate practical skill knowledge data warehouse engineer use daily roleslearn deploy manage secure operationalize monitor optimize relational database system like mysql postgresql working knowledge various type sql query access manipulate data databasesdesign populate data warehouse analyze data business intelligence bi tool like cognos analytics,1.7079194733876615,0.0,0.3755070009801279,"['enterprise data warehouse ( edw )', 'data science', 'extract transform load ( etl )', 'postgresql', 'database architecture', 'business intelligence ( bi )', 'relational database ( rdbms )', 'sql', 'nosql', 'mysql', 'database ( dbms )', 'database ( db ) design']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
113,grundlagen der unfallchirurgie,unfallmechanismen und ihre folgenfrakturlokalisierungfrakturklassifizierungversorgung nach goldstandard,-0.4523822254594057,0.0,0.31948626385046536,"['frakturlokalisierung', 'traumadiagnostik', 'frakturklassifizierung', 'rehabilitation nach trauma', 'frakturversorgung']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
114,share data through the art of visualization,describe use data visualization talk data result data analysisidentify tableau data visualization tool understand usesexplain data driven story including reference importance attributesexplain principle practice associated effective presentation,-0.1923459098574439,0.0,0.7676521608877656,"['data analysis', 'tableau software', 'data visualization', 'presentation']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
115,ready set future introduction to future thinking,define future thinking give example future projectscollect analyze signal changeidentify historical change past predict new change futurelearn avoid future shock help others avoid,-0.47238501896724894,0.0,-0.2967418445758224,"['foresight', 'strategic thinking', 'creativity', 'leadership', 'innovation']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116,image segmentation filtering and region analysis,use segmentation detect analyze region interest image videoapply spatial filter morphological operator improve segmentation remove noisesegment analyze image mri image brainuse interactive tool quickly test variety segmentation approach automatically generate code reuse,-0.4923878124750921,0.0,1.60684280309011,"['image processing', 'image segmentation', 'region analysis', 'image filtering']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
117,writing and editing word choice and word order,learn word choose change decision people make use syntax strategicallywrite originality produce sentence nobody else writearrange complex set information readerfriendly way,-0.29235987739666,0.0,-0.2967418445758224,"['creativity', 'time management', 'persuasion', 'writing', 'editing']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118,application development using microservices and serverless,summarize fundamental microservices advantage contrast monolithic architecturescreate rest api endpoint invoke using curl postman use swaggerui document test apiscreate deploy microservices using docker container serverless technology like ibm code enginepractice handson lab project using nocharge cloudbased environment,-0.39237384493587607,0.0,4.969207445612455,"['representational state transfer ( rest )', 'cloud application', 'openshift', 'microservices', 'serverless']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119,risk management specialization,understand concept principle credit risk management step manage portfolio credit risk use statistical model measure risk associated different type investment build operational risk assessment program,0.10769599276020433,0.0,-0.2967418445758224,"['credit risk measurement and management', 'market risk measurement and management', 'application of financial statistic and probability', 'operational risk measurement and management']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
120,culturedriven team building specialization,recognize aspect team culture maximize team performance draw collective wisdom diverse team create team culture continuous learning handle conflict establish common ground rule,0.10769599276020433,0.0,-0.2967418445758224,"['team building', 'intercultural communication', 'collaboration', 'team dynamic', 'organizational anthropology']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
121,decentralized finance defi primitive,token design nftsmechanics supply adjustmentdecentralized exchange,-0.572398986506465,0.0,-0.2967418445758224,"['address mechanic', 'bonding curve', 'consensus mechanism', 'flash loan', 'digital signature']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
329,fundamental of red hat enterprise linux,access command linemanage file command line manage local linux user groupsmonitor manage linux process,-0.29235987739666,0.0,-0.2967418445758224,['red hat linux'],1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
122,postgresql for everybody specialization,use postgresql database effectivelyexplore database design principlesdive database architecture deployment strategiescompare contrast sql nosql database design approach acquire skill applicable data mining application development,0.10769599276020433,0.0,-0.2967418445758224,"['json', 'database ( dbms )', 'sql', 'natural language processing']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
123,spark hadoop and snowflake for data engineering,create scalable data pipeline hadoop spark snowflake databricks efficient data handlingoptimize data engineering clustering scaling boost performance resource usebuild ml solution pyspark mlflow databricks seamless model development deploymentimplement dataops devops practice continuous integration deployment cicd datadriven application including automating process,-0.11233473582607104,0.0,-0.2967418445758224,"['big data', 'python programming', 'information engineering', 'apache hadoop', 'apache spark']",1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
124,zn and ni based battery,participant learn active material chemistry manufacturing process various zn ni battery selection size application,-0.5523961929986217,0.0,3.008481646074267,"['battery management system', 'battery charging', 'electric vehicle', 'battery type']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
125,simple regression analysis in public health,practice simple regression method determine relationship outcome predictor recognize confounding statistical analysisperform estimate adjustment,-0.4323794319515625,0.0,-0.2967418445758224,"['p-value', 'regression', 'proportional hazard model', 'confounding']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
126,creative design prototyping and testing,translate product idea tangible assetscreate wireframes rendering prototypesdevelop minimum viable product mvptest assumption validate customer interest,-0.47238501896724894,0.0,-0.2967418445758224,"['product management', 'product design', 'prototyping', 'product development', 'user experience ( ux )']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
127,getting started with leadership,understand leadership navigate context lead within manage time leaderto identify current key stakeholder relative importancethe difference managing leading conflate today professional environmentthe essence credibility,-0.2123487033652871,0.0,-0.2967418445758224,"['stakeholder management', 'time management', 'organizational structure', 'leadership and management', 'influencing']",1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
128,deeplearningai tensorflow developer professional certificate,best practice tensorflow popular opensource machine learning framework train neural network computer vision applicationshandle realworld image data explore strategy prevent overfitting including augmentation dropoutbuild natural language processing system using tensorflowapply rnns grus lstms train using text repository,0.9078077330739329,0.0,-0.2967418445758224,"['computer vision', 'convolutional neural network', 'machine learning', 'natural language processing']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
129,getting started with microsoft word,create save document m worddevelop flyer text includes bullet image table using m worddemonstrate basic m word text formatting skill,-0.672412954045681,0.0,-0.2967418445758224,"['text editing', 'table', 'word processing', 'format text', 'microsoft word']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
130,cannabis mental health and brain disorder,learn cannabis may influence four different anxiety disorder panic disorder generalized anxiety disorder social anxiety disorder ptsdlearn research cannabis major depression schizophrenia learn research cannabis multiple sclerosis epilepsy traumatic brain injury learn research cannabis alzheimers parkinson disease,-0.41237663844371925,0.0,-0.2967418445758224,"['psychology', 'pharmacology', 'public health', 'personal development']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
131,algorithm for searching sorting and indexing,explain fundamental concept algorithmic searching sortingdescribe heap data structure analyze heap component array priority queuesdesign basic algorithm implement sorting selection hash function heap data structure,0.007682025220988255,0.0,-0.2967418445758224,"['algorithm design', 'python programming', 'data structure design', 'hashtables', 'analysis of algorithm']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,introduction to biology ecology,interdependent every living thing people impacting natural world,-0.3123626709045032,0.0,-0.2967418445758224,"['recording observation', 'ecosystem model', 'identifying specie', 'communicating scientific idea', 'concept mapping and visualization']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
135,introduction to cyber security specialization,summarize main purpose cyber security disciplinesummarize basic identification authentication cyber securityexplain pro con security obscuritydevelop lifelong learning plan potential career cyber security,0.9078077330739329,0.0,-0.2967418445758224,"['cybersecurity', 'cryptography', 'risk assessment', 'cyber defense', 'cyber attack']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
136,using machine learning in trading and finance,design basic quantitative trading strategy use kera tensorflow build machine learning modelsbuild pair trading strategy prediction model back test itbuild momentumbased trading model back test,-0.33236546441234643,0.0,-0.2967418445758224,"['algorithmic trading', 'python programming', 'machine learning']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
137,information technology it fundamental for everyone,define operating system computer component programming concept database explain difference commercial open software summarize importance computer network including wired wireless connection explore network resource storage type m window describe protect security threat address public browsing security concern list password management best practice list benefit cloud computing describe cloud infrastructure layer virtual machine summarize feature ticketing system,-0.33236546441234643,0.0,-0.2967418445758224,"['project management', 'information technology', 'cloud computing', 'security', 'operating system']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
138,providing technical support for aws workload,understand basic troubleshooting cloud environmentidentify resource route assist understanding troubleshooting,-0.5523961929986217,0.0,-0.2967418445758224,"['cloud computing security', 'customer support', 'cloud infrastructure', 'technical troubleshooting', 'cloud storage']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
139,software engineering specialization,principal task software project managerssoftware engineering skill technique used software development life cycle sdlc,0.9078077330739329,0.0,-0.2967418445758224,"['software testing', 'project management', 'software engineering', 'system design', 'project planning']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140,google digital marketing ecommerce professional certificate,learn fundamental digital marketing ecommerce gain skill needed land entrylevel jobattract engage customer digital marketing channel like search emailmeasure marketing performance analytics present insightsbuild ecommerce store analyze online performance grow customer loyalty,4.108254694328847,0.0,-0.2967418445758224,"['search engine optimization ( seo )', 'e-commerce', 'email marketing', 'display advertising', 'marketing']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
141,foundational skill for communicating about health,define collect important information target audience order make appropriate decision communication effortselect audienceappropriate communication goalcraft clear concise core message communication effortdeploy least two different type narrative structure support communication health topic,-0.41237663844371925,0.0,-0.2967418445758224,"['communication', 'health communication', 'storytelling', 'messaging', 'tailoring communication']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
142,reimagining blackness and architecture,recognize race racism shape architecture built environment role individual play creating equitable worldexplore work black architect artist discover black maker shaped reimagined built environmentfind inspiration learning way black maker fashioned path advocated better future,-0.41237663844371925,0.0,-0.2967418445758224,"['anti-racism', 'art', 'history', 'humanity', 'architecture']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143,project management tool approach behavioural skill specialization,correctly plan control projectshow let fit existing organization properly deal project team behavioral perspective,0.10769599276020433,0.0,-0.2967418445758224,"['scope ( project management )', 'risk management', 'controlling', 'conflict management', 'planning']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
144,etl and data pipeline with shell airflow and kafka,describe contrast extract transform load etl process extract load transform elt processesexplain batch v concurrent mode executionimplement etl pipeline shell scriptingdescribe data pipeline component process tool technology,-0.37237105142803284,0.0,-0.2967418445758224,"['extract transform and load ( etl )', 'data engineer', 'apache kafka', 'apache airflow', 'data pipeline']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
145,summary statistic in public health,calculate continuous data measuresinterpret data visualizationsanalyze binary dataanalyze time event data,-0.39237384493587607,0.0,-0.2967418445758224,"['statistic', 'normal distribution', 'summary measure', 'binary data']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
146,gender analytics gender equity through inclusive design specialization,examine policy product service process gendered outcome miss opportunity create needless risksget comfortable concept sex gender gender identity intersectionality seeing lens lead innovationlearn qualitative quantitative analytical technique uncover intersectional genderbased insight paying special attention unheard voicesuse humancentred design create innovative solution help become transformational leader,0.10769599276020433,0.0,-0.2967418445758224,"['data analysis', 'analytics', 'leadership', 'gender based analysis', 'design thinking']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
147,creating free business page with blogger,make business page blogger platformcreate social medium content promote businesscommunicate client,-0.672412954045681,0.0,-0.2967418445758224,"['social medium', 'small business', 'blogging', 'marketing']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148,cloud computing primer for semitech and business learner specialization,compare contrast onpremise cloud computingdescribe least three advantage disadvantage cloud computinggive three characteristic define software service saas platform service paas infrastructure service iaa,0.10769599276020433,0.0,-0.2967418445758224,"['infrastructure a a service', 'cloud application', 'platform a a service ( paas )', 'software a a service ( saas )', 'cloud computing']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149,disability inclusion in education building system of support,use disability inclusion principle describe support need learner disabilitiesto identify systemic support structure available teacher within education systemto recognise impairment specific support need learner disability,-0.41237663844371925,0.0,-0.2967418445758224,"['teaching activity', 'building system of support', 'classroom strategy', 'disability inclusion']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
150,cooking for busy healthy people,learn cook using principlebased approach make healthy food whatever available kitchen region learn prepare plantforward meal delight protect healthmake easier cook regularly right ingredient hand,-0.47238501896724894,0.0,-0.2967418445758224,"['creating sensible and delightful dessert', 'shopping for and storing produce with sustainability in mind', 'building a balanced meal', 'cooking vegetable in way that will delight', 'applying moderation and variety to your meal']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
151,developing application with google cloud specialization,identify purpose value google cloud product servicesdescribe best practice cloudnative application developmentimplement federated identity management using firebase authenticationdeploy application using container builder container registry terraform,0.10769599276020433,0.0,-0.2967418445758224,"['google cloud platform', 'cloud computing', 'application development', 'debugging', 'cloud storage']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
152,fractal data science professional certificate,apply structured problemsolving technique dissect address complex datarelated challenge encountered realworld scenario utilize sql proficiency retrieve manipulate data employ data visualization skill using power bi communicate insightsapply python expertise data manipulation analysis implement machine learning algorithm create predictive model applicationscreate compelling data story influence audience master art critically analyzing data making decision recommendation,3.3081429540151186,0.0,-0.2967418445758224,"['decision-making', 'python programming', 'problem solving', 'machine learning', 'data storytelling', 'sql', 'power bi']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
153,understanding food label and portion size,discover compare ingredient list percent daily value macronutrient makeup comparing similar food optionsdifferentiate serving portion size preparing plating mealslearn read food supplement label required make informed decision purchase andor consumecompare u measuring portion size uk eu,-0.6524101605378378,0.0,-0.2967418445758224,"['nutrition coaching', 'food portioning and portion control', 'food and dietary supplement label', 'percent daily value', 'recommended dietary allowance ( rda )']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165,expressway to data science essential math specialization,compute simple derivativesconvert linear system matrix notation use matrix algebra solve linear systemsfactor simple matrix using singular value decomposition svd,0.10769599276020433,0.0,-0.2967418445758224,"['integral', 'matrix algebra', 'diagonalization', 'numerical analysis', 'derrivatives']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,cybersecurity in healthcare hospital care centre,gain understanding role digitalisation cybersecurity healthcare contextyou learn opportunity threat healthcare sector face due digitalisation proliferation medical datayou learn different way improve maintain cybersecurity highlighting interaction technology human behaviouryou discover positive cybersecurity culture important influence organisation level cybersecurity,-0.39237384493587607,0.0,4.407879659573237,"['cybersecurity', 'cybersecurity in hospital', 'information security ( infosec )', 'cybersecurity in care centre']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
155,3d printing technology deep dive and use case,student investigate working principle application limitation various printing technology,-0.5123906059829354,0.0,-0.2967418445758224,"['3d printing', 'product design process', 'prototyping', 'product development process']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
156,capstone react app,designing styling responsive user interface ui demonstrating clean bug free coding using react component creating crossplatform mobile app using react native,-0.4323794319515625,0.0,-0.2967418445758224,"['github', 'ux and ui', 'react ( web framework )', 'sql', 'figma']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
157,learn sql basic for data science specialization,use sql command filter sort summarize data manipulate string date numerical data different source analysisassess create datasets solve business question problem using sqluse collaborative databricks workspace create endtoend pipeline read data transforms save resultdevelop project proposal select data perform statistical analysis develop metric present finding make recommendation,0.9078077330739329,0.0,-0.2967418445758224,"['data analysis', 'sql', 'apache spark', 'delta lake']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
158,information extraction from free text data in health,identify text mining approach needed identify extract different kind information healthrelated text datadifferentiate training deep learning model differ training traditional machine learning model,-0.2123487033652871,0.0,-0.2967418445758224,"['python library', 'computer programming', 'computer programming tool', 'python programming', 'information extraction']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
159,effective communication writing design and presentation specialization,write masterfullyto design elegantlyto speak powerfullyto present idea best self world,0.9078077330739329,0.0,-0.2967418445758224,"['business writing', 'writing', 'presentation', 'graphic design']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160,business process modelling,identify scope business process effectively analyze process logic enhance efficiency effectivenesschoose suitable modeling notation clear representation,-0.5323933994907786,0.0,-0.2967418445758224,"['business operation', 'business modeling', 'notation', 'sequencing', 'bpmn']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
161,william shakespeare romeo juliet an actor perspective,successfully completing course able describe plot romeo juliet identify major character themesyou able analyze interpret heightened textyou able describe multiple theatrical approach shakespeare play,-0.4923878124750921,0.0,-0.2967418445758224,"['acting', 'shakespeare', 'textual analysis', 'theatre', 'literature']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
162,cannabis chronic pain and related disorder,describe type chronic pain possible treatmentsidentify strength limitation current treatment chronic pain opioid use disorder obesity sleep dysfunction cancer,-0.4323794319515625,0.0,-0.2967418445758224,"['psychology research', 'mood and anxiety disorder', 'cannabis and health', 'chronic pain management', 'cbd and thc']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
163,crash course on python,understand python python relevant automationwrite short python script perform automated actionsunderstand use basic python structure string list dictionariescreate python object,0.08769319925236112,0.0,-0.2967418445758224,"['python programming', 'basic python syntax', 'basic python data structure', 'object-oriented programming ( oop )', 'fundamental programming concept']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
164,expressway to data science programming and tidyverse specialization,install configure rstudiouse tidyverse import tidy join datacreate clear effective data visualization using librarydevelop communicate reproducible research using rmarkdown,0.10769599276020433,0.0,-0.2967418445758224,"['data analysis', 'communication', 'data manipulation', 'data visualization', 'r programming']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
166,community awareness what is socially just university,understand strategy strengthening sociallyjust teaching learning explore strategy structure needed institutional change based diversity equity inclusion,-0.5924017800143082,0.0,-0.2967418445758224,"['university', 'diversity', 'higher education', 'inclusion', 'social justice']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
167,image processing for engineering and science specialization,detect analyze region interest image videosreduce noise improve contrast better analyze imagesuse interactive apps rapid prototyping code generation automate analysisscale algorithm analyze large image datasets video,0.10769599276020433,0.0,-0.2967418445758224,"['image processing', 'image segmentation', 'object detection', 'matlab', 'video processing']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168,gi data format design and quality,design data table use separating joining data relational databasewrite query string subset datacreate work raster datacreate web map,-0.17234311634960067,0.0,-0.2967418445758224,"['spatial analysis', 'analytics', 'workflow', 'data management']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
